5|5
6.645381957356175 1.7144840320944599 8.130288665818382 5.633661550339131 5.79566803553038|5.79566803553038 5.633661550339131 8.130288665818382 1.7144840320944599 6.645381957356175
0.5599618903489989 2.51082123669447 0.2846026037054439 6.809063746940315 9.103469802384943|9.103469802384943 6.809063746940315 0.2846026037054439 2.51082123669447 0.5599618903489989
4.536154816943759 9.47349167403447 5.378519018247374 0.9483863491154654 6.0761923973018686|6.0761923973018686 0.9483863491154654 5.378519018247374 9.47349167403447 4.536154816943759
7.00303424291503 8.69963474372721 9.358726254045553 4.9233581665815525 1.6018479166176325|1.6018479166176325 4.9233581665815525 9.358726254045553 8.69963474372721 7.00303424291503
9.98248063790422 3.7970204720675893 5.844810770596412 5.686062884872284 4.322393668107094|4.322393668107094 5.686062884872284 5.844810770596412 3.7970204720675893 9.98248063790422
7.153690472841175 1.0618951757910666 0.7118989274128218 1.7289428169242993 6.375608978252173|6.375608978252173 1.7289428169242993 0.7118989274128218 1.0618951757910666 7.153690472841175
6.041700455186537 7.082458023751106 3.7696860995995407 8.526252487544586 1.8809308682058856|1.8809308682058856 8.526252487544586 3.7696860995995407 7.082458023751106 6.041700455186537
3.7417355354352146 5.753293442447667 0.5758317314614092 5.769563452662845 4.101852599119132|4.101852599119132 5.769563452662845 0.5758317314614092 5.753293442447667 3.7417355354352146
4.348769203265492 5.246322876987961 0.07258720757375436 0.32929475574749567 0.8830964321664247|0.8830964321664247 0.32929475574749567 0.07258720757375436 5.246322876987961 4.348769203265492
1.094297834914535 5.170592581567907 3.4328254909749933 2.662507218951675 4.599969366251971|4.599969366251971 2.662507218951675 3.4328254909749933 5.170592581567907 1.094297834914535
2.197489521028161 9.06531377322108 4.2046126555246 1.6256340855047913 8.13642628538018|8.13642628538018 1.6256340855047913 4.2046126555246 9.06531377322108 2.197489521028161
8.665405634186046 9.80676198168074 7.383592438774449 4.180377179933457 5.781622110946806|5.781622110946806 4.180377179933457 7.383592438774449 9.80676198168074 8.665405634186046
9.85189381221325 9.121400546522022 0.23585048624178873 0.5592234758989201 7.989246593755537|7.989246593755537 0.5592234758989201 0.23585048624178873 9.121400546522022 9.85189381221325
1.62978726335393 8.540357328797432 9.744589417063215 3.4577165734813575 7.949719843146186|7.949719843146186 3.4577165734813575 9.744589417063215 8.540357328797432 1.62978726335393
3.078848468076343 9.233271922759135 8.58143471665012 0.4330238818635357 2.321803452071852|2.321803452071852 0.4330238818635357 8.58143471665012 9.233271922759135 3.078848468076343
1.6967459713914945 7.7586450908466915 0.4234686763838025 7.980227973010129 8.74193277554945|8.74193277554945 7.980227973010129 0.4234686763838025 7.7586450908466915 1.6967459713914945
8.41957665884328 3.313226657914652 7.372920336034036 2.4026560803249373 6.301800800348297|6.301800800348297 2.4026560803249373 7.372920336034036 3.313226657914652 8.41957665884328
2.596727062549232 5.47083910894544 7.3470953378862935 8.033121502494364 6.503163486215044|6.503163486215044 8.033121502494364 7.3470953378862935 5.47083910894544 2.596727062549232
8.793632319465473 9.685989781175623 8.32022352929367 6.973424583971322 8.346993323100085|8.346993323100085 6.973424583971322 8.32022352929367 9.685989781175623 8.793632319465473
0.3554744240434926 8.763982663419116 7.226759631993451 5.9414279450771055 1.218007889488154|1.218007889488154 5.9414279450771055 7.226759631993451 8.763982663419116 0.3554744240434926
8.802171344371668 3.6161191867858964 4.330403737429023 6.999520299750354 3.03394080871867|3.03394080871867 6.999520299750354 4.330403737429023 3.6161191867858964 8.802171344371668
5.547416882343239 1.179816604198396 9.416821480409865 1.764467345719457 4.988321667552342|4.988321667552342 1.764467345719457 9.416821480409865 1.179816604198396 5.547416882343239
0.9710939584294342 8.892527056645651 0.27522187413244303 9.67468295843938 4.540590377121041|4.540590377121041 9.67468295843938 0.27522187413244303 8.892527056645651 0.9710939584294342
0.10882854916282048 6.820980486333581 8.549810647750755 3.582433450771786 4.13614111438773|4.13614111438773 3.582433450771786 8.549810647750755 6.820980486333581 0.10882854916282048
3.370155310841837 2.7001661230692022 8.679643267984165 7.137353808961978 3.0210115151172934|3.0210115151172934 7.137353808961978 8.679643267984165 2.7001661230692022 3.370155310841837
9.389942601236225 6.3763258343586005 6.478123575015569 2.1668619793080213 9.414511225167224|9.414511225167224 2.1668619793080213 6.478123575015569 6.3763258343586005 9.389942601236225
1.728570032998601 5.615983990963707 7.322647135613812 4.088757678939631 4.53484241244721|4.53484241244721 4.088757678939631 7.322647135613812 5.615983990963707 1.728570032998601
3.692890238331098 0.6976226658892581 3.471445666574745 6.476130545372115 0.8937580471405593|0.8937580471405593 6.476130545372115 3.471445666574745 0.6976226658892581 3.692890238331098
8.307706021568254 4.567810314120596 7.120500022722905 0.9703166287400389 5.500460448219647|5.500460448219647 0.9703166287400389 7.120500022722905 4.567810314120596 8.307706021568254
4.209909287858318 7.174849128439743 0.7484786673663202 6.793955030619142 7.968924515551189|7.968924515551189 6.793955030619142 0.7484786673663202 7.174849128439743 4.209909287858318
5.126495729368786 3.9293683613772137 5.9039671153169255 4.370795941955762 9.145963324450456|9.145963324450456 4.370795941955762 5.9039671153169255 3.9293683613772137 5.126495729368786
9.475259210933968 4.830108489328334 9.920950701263765 4.129963431468239 2.0118454629996565|2.0118454629996565 4.129963431468239 9.920950701263765 4.830108489328334 9.475259210933968
2.891361267403987 1.923426652947875 4.612187072515919 6.606281837265443 2.1534186820792733|2.1534186820792733 6.606281837265443 4.612187072515919 1.923426652947875 2.891361267403987
6.705159272947856 2.2590691352432355 6.644044476654141 9.274847796923265 4.859284249012456|4.859284249012456 9.274847796923265 6.644044476654141 2.2590691352432355 6.705159272947856
0.3331116111033172 2.6110115952888635 6.8457630883611955 9.265141547223031 1.6140903243707472|1.6140903243707472 9.265141547223031 6.8457630883611955 2.6110115952888635 0.3331116111033172
8.551302774291573 3.155975264897112 9.258787697995373 4.670394902155596 2.880331174283911|2.880331174283911 4.670394902155596 9.258787697995373 3.155975264897112 8.551302774291573
4.796474520278206 5.54569547739384 7.103374963613348 5.914102182731725 8.122924916701436|8.122924916701436 5.914102182731725 7.103374963613348 5.54569547739384 4.796474520278206
5.022723748494613 3.318365540486358 3.225464352404833 9.753729697800889 8.650623199398694|8.650623199398694 9.753729697800889 3.225464352404833 3.318365540486358 5.022723748494613
0.7575002770310646 4.0447664340989675 6.63635974170721 0.6162802602727413 6.688100113866032|6.688100113866032 0.6162802602727413 6.63635974170721 4.0447664340989675 0.7575002770310646
0.5159268161979891 1.0171267940737105 9.073274779894636 2.267144492761426 3.6773310208680687|3.6773310208680687 2.267144492761426 9.073274779894636 1.0171267940737105 0.5159268161979891
8.3044072318201 2.6988449819813844 5.2884230427458165 8.099911321789907 0.5751986341151494|0.5751986341151494 8.099911321789907 5.2884230427458165 2.6988449819813844 8.3044072318201
2.2868539173856304 1.4588991138571716 5.259075337308437 3.212733474555576 8.997696255714718|8.997696255714718 3.212733474555576 5.259075337308437 1.4588991138571716 2.2868539173856304
7.90299970322137 9.88554002987052 6.096569271714004 3.82788746329348 5.944113357648671|5.944113357648671 3.82788746329348 6.096569271714004 9.88554002987052 7.90299970322137
2.1954926966940134 6.1528977236303115 5.762879796031788 4.031435181929901 7.412945024787664|7.412945024787664 4.031435181929901 5.762879796031788 6.1528977236303115 2.1954926966940134
2.3288681082890506 9.1184760031481 6.289754549907759 0.9432837784611858 3.7403614521838935|3.7403614521838935 0.9432837784611858 6.289754549907759 9.1184760031481 2.3288681082890506
5.765941751763196 0.472122141033845 5.636139358213291 4.893220504033293 6.7958891537787345|6.7958891537787345 4.893220504033293 5.636139358213291 0.472122141033845 5.765941751763196
0.2501283268097898 3.869457005980798 1.8947239373344749 5.1112111245212235 8.354589327941683|8.354589327941683 5.1112111245212235 1.8947239373344749 3.869457005980798 0.2501283268097898
4.1566835386463925 5.499872968980382 0.038103064793588715 4.844670102880957 7.493254025722427|7.493254025722427 4.844670102880957 0.038103064793588715 5.499872968980382 4.1566835386463925
5.903217432791635 6.4196968768330285 0.3070993741412198 2.3965253193503444 9.400624111752567|9.400624111752567 2.3965253193503444 0.3070993741412198 6.4196968768330285 5.903217432791635
4.354073711294413 7.694788323212974 4.724240298489616 0.6554836451848445 4.551027272292288|4.551027272292288 0.6554836451848445 4.724240298489616 7.694788323212974 4.354073711294413
9.072323574962738 0.8861153689239443 8.594254177128514 6.893281450822543 6.996428655736863|6.996428655736863 6.893281450822543 8.594254177128514 0.8861153689239443 9.072323574962738
8.842440881400071 6.629393386192895 5.827418561756091 1.1855199993544008 1.7334810315653792|1.7334810315653792 1.1855199993544008 5.827418561756091 6.629393386192895 8.842440881400071
9.68595818229292 0.051663940374769846 1.0980867704027908 2.031448268960483 3.8383117781481246|3.8383117781481246 2.031448268960483 1.0980867704027908 0.051663940374769846 9.68595818229292
3.3993603870309688 7.836706723204772 3.494921084108306 0.8923469460621936 2.429863756076034|2.429863756076034 0.8923469460621936 3.494921084108306 7.836706723204772 3.3993603870309688
2.8214142677657583 0.626595245973256 9.389225867036483 1.6256870811264124 7.521268792729156|7.521268792729156 1.6256870811264124 9.389225867036483 0.626595245973256 2.8214142677657583
4.8946559852432 0.7956957715865542 7.310173637209446 7.784987183274729 3.380641951810488|3.380641951810488 7.784987183274729 7.310173637209446 0.7956957715865542 4.8946559852432
0.8454055409829486 2.847116319378662 6.706798237347451 8.494182499025282 8.243378396601642|8.243378396601642 8.494182499025282 6.706798237347451 2.847116319378662 0.8454055409829486
2.4502363787919634 0.40090757831387713 6.9863472230501165 3.7013905541682544 0.3855222435926642|0.3855222435926642 3.7013905541682544 6.9863472230501165 0.40090757831387713 2.4502363787919634
5.330152592059622 7.358777018869361 5.7286184772097615 1.2312165667473796 7.595517200651751|7.595517200651751 1.2312165667473796 5.7286184772097615 7.358777018869361 5.330152592059622
5.035341957569887 4.970771818267183 5.042294787549274 9.349287616067137 0.9616814290045617|0.9616814290045617 9.349287616067137 5.042294787549274 4.970771818267183 5.035341957569887
3.161424855252901 7.653402121674109 9.724182542754411 1.2792130014593306 1.3915244410941663|1.3915244410941663 1.2792130014593306 9.724182542754411 7.653402121674109 3.161424855252901
7.706412036043968 3.135075678309148 9.901683386065157 7.177988206513167 9.674260389195453|9.674260389195453 7.177988206513167 9.901683386065157 3.135075678309148 7.706412036043968
9.26284043400167 9.718652916214474 8.038424893900164 4.869563736892202 3.054713577105137|3.054713577105137 4.869563736892202 8.038424893900164 9.718652916214474 9.26284043400167
8.169797995890367 4.864716938596088 9.279966280789317 5.558969721864039 1.5134075420439486|1.5134075420439486 5.558969721864039 9.279966280789317 4.864716938596088 8.169797995890367
2.818175503448097 4.610916720214009 5.546152845495863 3.752050397405565 2.214447950076992|2.214447950076992 3.752050397405565 5.546152845495863 4.610916720214009 2.818175503448097
8.76021835920066 7.9629326613436335 7.086453012231372 5.483920942060676 3.906030791053138|3.906030791053138 5.483920942060676 7.086453012231372 7.9629326613436335 8.76021835920066
6.226887571862863 2.219468546062301 9.591021044190267 7.355229014130066 6.327908857380046|6.327908857380046 7.355229014130066 9.591021044190267 2.219468546062301 6.226887571862863
7.074678487832815 6.032345105930101 2.90939323151034 5.07420834547178 3.382465155865262|3.382465155865262 5.07420834547178 2.90939323151034 6.032345105930101 7.074678487832815
2.745863441388755 2.2476292848400714 9.82456807768611 2.293431669560275 3.4798628621733263|3.4798628621733263 2.293431669560275 9.82456807768611 2.2476292848400714 2.745863441388755
3.0269787796387027 2.890922073957509 4.030946540861061 3.2793765415091247 4.136583687995992|4.136583687995992 3.2793765415091247 4.030946540861061 2.890922073957509 3.0269787796387027
7.644804172881964 9.930632999926637 3.910286325922204 2.074298660897113 8.182953228635803|8.182953228635803 2.074298660897113 3.910286325922204 9.930632999926637 7.644804172881964
1.4987608682759002 3.617196758059361 5.311999075671236 0.31082944463787676 8.924591744653402|8.924591744653402 0.31082944463787676 5.311999075671236 3.617196758059361 1.4987608682759002
4.26719595350389 9.632973481372078 0.44349890054194097 1.9693305515610204 3.395364418902872|3.395364418902872 1.9693305515610204 0.44349890054194097 9.632973481372078 4.26719595350389
8.701835233522548 8.958906078972129 0.8821408883080895 1.247650667791128 9.506863403478702|9.506863403478702 1.247650667791128 0.8821408883080895 8.958906078972129 8.701835233522548
5.663753643813278 0.2108428634769366 8.22686721027769 4.011131275222071 4.059543317244971|4.059543317244971 4.011131275222071 8.22686721027769 0.2108428634769366 5.663753643813278
3.6778884528511826 5.024902885675458 3.62466111251552 8.036978912495204 1.7135003397422743|1.7135003397422743 8.036978912495204 3.62466111251552 5.024902885675458 3.6778884528511826
5.533447420745263 4.026109370490095 3.9480638172060747 7.079549258641915 5.76888253298849|5.76888253298849 7.079549258641915 3.9480638172060747 4.026109370490095 5.533447420745263
7.174875034467406 8.18311909530338 1.4848883695079584 8.44648984425958 4.429341062012313|4.429341062012313 8.44648984425958 1.4848883695079584 8.18311909530338 7.174875034467406
1.5790559854914021 6.536433112984152 3.54466387708002 2.3799860400597894 8.162632176355688|8.162632176355688 2.3799860400597894 3.54466387708002 6.536433112984152 1.5790559854914021
7.7720688913830935 1.2552850879977617 8.447676219517845 1.8293277740739 5.957464559607448|5.957464559607448 1.8293277740739 8.447676219517845 1.2552850879977617 7.7720688913830935
1.7326060501827334 8.669256442739572 6.7980059317243935 6.335517162948136 1.5170691085384813|1.5170691085384813 6.335517162948136 6.7980059317243935 8.669256442739572 1.7326060501827334
3.4428546455343003 2.6051895120022994 7.558326607819094 2.377145502939727 9.652682452315181|9.652682452315181 2.377145502939727 7.558326607819094 2.6051895120022994 3.4428546455343003
1.2739840436454264 8.355838473855364 7.519398463381038 6.223518666507266 4.562357215794128|4.562357215794128 6.223518666507266 7.519398463381038 8.355838473855364 1.2739840436454264
9.3107748978131 5.478114281990406 3.1501977423177294 5.841861580261685 5.539796189059811|5.539796189059811 5.841861580261685 3.1501977423177294 5.478114281990406 9.3107748978131
3.3016381599021027 6.0618708317426675 4.567249321888733 2.8930584969336746 4.18329753782872|4.18329753782872 2.8930584969336746 4.567249321888733 6.0618708317426675 3.3016381599021027
5.844450949776298 3.5732104094225328 2.3519645772113975 8.711672280440935 1.2819784619023067|1.2819784619023067 8.711672280440935 2.3519645772113975 3.5732104094225328 5.844450949776298
7.4139694363337325 0.01438446291845863 8.806365121743774 2.5373097415536137 2.1894402008208633|2.1894402008208633 2.5373097415536137 8.806365121743774 0.01438446291845863 7.4139694363337325
7.568603762383971 5.22076069144331 0.7654650950350295 6.959238255016649 4.988836502368164|4.988836502368164 6.959238255016649 0.7654650950350295 5.22076069144331 7.568603762383971
8.676509470149774 1.542375707142879 5.961822711804845 5.013775034919038 7.123508019086472|7.123508019086472 5.013775034919038 5.961822711804845 1.542375707142879 8.676509470149774
5.539380644881544 9.686561219772539 5.043882725466654 6.532220730578197 3.732987259977433|3.732987259977433 6.532220730578197 5.043882725466654 9.686561219772539 5.539380644881544
1.0716220603107085 7.197670927719172 5.507652155028073 1.4500386995614623 8.872527741542433|8.872527741542433 1.4500386995614623 5.507652155028073 7.197670927719172 1.0716220603107085
0.9886743319695135 7.358240897674041 7.4474458321399295 0.001669529518942836 6.874881154605439|6.874881154605439 0.001669529518942836 7.4474458321399295 7.358240897674041 0.9886743319695135
5.738466774012162 7.632152761334778 3.929972930012516 4.5192607991556875 5.470006849738168|5.470006849738168 4.5192607991556875 3.929972930012516 7.632152761334778 5.738466774012162
8.63153145207207 4.453474250030993 4.322099603213296 6.287915399610043 9.212768361158279|9.212768361158279 6.287915399610043 4.322099603213296 4.453474250030993 8.63153145207207
8.759384064278432 1.2309000862003205 3.2170037806513507 3.0244136432673816 9.082186375604394|9.082186375604394 3.0244136432673816 3.2170037806513507 1.2309000862003205 8.759384064278432
5.4797502612403735 7.972433903350504 8.438013247315576 8.01370169373595 3.9803683084930688|3.9803683084930688 8.01370169373595 8.438013247315576 7.972433903350504 5.4797502612403735
6.628154183434367 0.027332078771934443 4.074178693029752 9.430166886312113 7.172714534095497|7.172714534095497 9.430166886312113 4.074178693029752 0.027332078771934443 6.628154183434367
8.823215689233797 3.5728694116094326 5.524844379565791 0.11971329772447747 3.690614824632037|3.690614824632037 0.11971329772447747 5.524844379565791 3.5728694116094326 8.823215689233797
3.3848292403975258 7.047937839610259 3.2197548386257635 6.416100050154948 7.4259185494892135|7.4259185494892135 6.416100050154948 3.2197548386257635 7.047937839610259 3.3848292403975258
6.3241044756186255 1.712017666242106 1.6282979740132386 5.96949998030261 8.353454232204786|8.353454232204786 5.96949998030261 1.6282979740132386 1.712017666242106 6.3241044756186255
4.48909825713807 8.411664040635022 9.281259974287257 3.227031591600725 5.4705632820739964|5.4705632820739964 3.227031591600725 9.281259974287257 8.411664040635022 4.48909825713807
1.0932561629520754 8.368911861779246 3.1594954007666045 1.087328210019206 7.914519245004916|7.914519245004916 1.087328210019206 3.1594954007666045 8.368911861779246 1.0932561629520754
5.397990413160146 2.8624037044729755 0.31711339612680134 4.513844656888621 0.5392840034930535|0.5392840034930535 4.513844656888621 0.31711339612680134 2.8624037044729755 5.397990413160146
6.5814474574389115 6.295155596030653 0.6043993199303677 6.283424716147583 0.19652420142963867|0.19652420142963867 6.283424716147583 0.6043993199303677 6.295155596030653 6.5814474574389115
6.832130374965201 4.494866970805004 1.531957447722001 3.017677449384768 4.4191718428322515|4.4191718428322515 3.017677449384768 1.531957447722001 4.494866970805004 6.832130374965201
7.7993686310854 1.525903909898535 9.620470088309247 1.6142109625612522 7.3735999026310095|7.3735999026310095 1.6142109625612522 9.620470088309247 1.525903909898535 7.7993686310854
2.9418461660447504 6.771773660942767 7.500062641421668 1.1601000543048667 3.6808314558303823|3.6808314558303823 1.1601000543048667 7.500062641421668 6.771773660942767 2.9418461660447504
0.23755458955007747 0.9266777344085708 3.2457551720739284 1.1525501185083176 3.727673096861268|3.727673096861268 1.1525501185083176 3.2457551720739284 0.9266777344085708 0.23755458955007747
8.910429244479321 8.55593171194452 2.309008711064603 6.180925137092612 3.921954951939195|3.921954951939195 6.180925137092612 2.309008711064603 8.55593171194452 8.910429244479321
2.508335592530584 0.8932178303362581 1.2155501792307999 6.265650533608236 9.277932825307113|9.277932825307113 6.265650533608236 1.2155501792307999 0.8932178303362581 2.508335592530584
8.488149215830752 6.550629899242636 3.563577056576909 1.2226768480458328 0.35915679363747177|0.35915679363747177 1.2226768480458328 3.563577056576909 6.550629899242636 8.488149215830752
1.2098101199802425 5.802828299214042 9.956714679344072 4.812300498936346 5.277216517263717|5.277216517263717 4.812300498936346 9.956714679344072 5.802828299214042 1.2098101199802425
9.663490315611803 8.218223486345389 6.2688452148239175 7.05652716076494 8.083968010140374|8.083968010140374 7.05652716076494 6.2688452148239175 8.218223486345389 9.663490315611803
1.9128973202662014 4.635156341368077 0.3135425525351532 7.050441655769869 3.3089918542476724|3.3089918542476724 7.050441655769869 0.3135425525351532 4.635156341368077 1.9128973202662014
8.445731137549576 5.405146232699557 3.1809130294424603 3.5944548528748035 1.032629663344432|1.032629663344432 3.5944548528748035 3.1809130294424603 5.405146232699557 8.445731137549576
1.5878541519621658 0.9108153600525881 4.496294415840386 5.928945479726839 0.0007990873512497831|0.0007990873512497831 5.928945479726839 4.496294415840386 0.9108153600525881 1.5878541519621658
4.282886930353916 1.132507224990803 6.179951396059114 9.950200239921536 3.6591718569397633|3.6591718569397633 9.950200239921536 6.179951396059114 1.132507224990803 4.282886930353916
9.690179377286984 3.2218625726642527 9.040056887147724 6.389264230119608 9.556246801272392|9.556246801272392 6.389264230119608 9.040056887147724 3.2218625726642527 9.690179377286984
1.0345748160720847 7.81057224227027 7.054030180661521 2.9172132479240287 2.801810536495978|2.801810536495978 2.9172132479240287 7.054030180661521 7.81057224227027 1.0345748160720847
0.3514498675029931 9.361729881102153 4.50818546177284 9.43074848845686 6.19937056021874|6.19937056021874 9.43074848845686 4.50818546177284 9.361729881102153 0.3514498675029931
7.661935559017278 3.878092218755793 3.0789117870303775 7.863188322793007 0.0465121908556787|0.0465121908556787 7.863188322793007 3.0789117870303775 3.878092218755793 7.661935559017278
1.6144021573615697 9.657833000524358 6.044909276832513 6.0726172694191565 4.7280445806149825|4.7280445806149825 6.0726172694191565 6.044909276832513 9.657833000524358 1.6144021573615697
3.5726512075908854 5.048702877897714 9.783891506681007 7.320700832660063 9.246637191464004|9.246637191464004 7.320700832660063 9.783891506681007 5.048702877897714 3.5726512075908854
6.003120106336423 4.389404595785884 1.3055614346887945 0.1797040268745287 3.833334772905017|3.833334772905017 0.1797040268745287 1.3055614346887945 4.389404595785884 6.003120106336423
9.295062319353404 0.44750992192319594 4.376128734670566 6.962630377453074 4.208010504548917|4.208010504548917 6.962630377453074 4.376128734670566 0.44750992192319594 9.295062319353404
8.613048629924654 3.362391147265036 7.7451515476373975 6.159393865914989 4.677488090393693|4.677488090393693 6.159393865914989 7.7451515476373975 3.362391147265036 8.613048629924654
7.050314224008644 5.9464816535657485 2.570776893705186 2.744685991086464 0.27439733215415485|0.27439733215415485 2.744685991086464 2.570776893705186 5.9464816535657485 7.050314224008644
7.560961237692383 7.620090697223041 6.202727821016199 1.2066611150318596 9.018488941240873|9.018488941240873 1.2066611150318596 6.202727821016199 7.620090697223041 7.560961237692383
8.973385109773217 9.018375538394487 9.865141714253985 9.331359900374224 3.9782274758359404|3.9782274758359404 9.331359900374224 9.865141714253985 9.018375538394487 8.973385109773217
0.4381009997027241 9.655727578486935 6.631468639602703 5.000005940415997 0.005981218313513281|0.005981218313513281 5.000005940415997 6.631468639602703 9.655727578486935 0.4381009997027241
4.362075643525099 0.19956176972465212 1.4619158235274343 1.2400915739072127 1.8844948266124584|1.8844948266124584 1.2400915739072127 1.4619158235274343 0.19956176972465212 4.362075643525099
9.16001884629178 7.513176484578096 5.069434123432886 1.8031680213805967 3.4385940147430585|3.4385940147430585 1.8031680213805967 5.069434123432886 7.513176484578096 9.16001884629178
7.014581321749978 8.36675583136228 5.146020435114952 3.235534789022396 5.527519332420214|5.527519332420214 3.235534789022396 5.146020435114952 8.36675583136228 7.014581321749978
0.9334724326472221 3.859497693590761 7.972605700721102 1.6947493147597315 2.5155888932543924|2.5155888932543924 1.6947493147597315 7.972605700721102 3.859497693590761 0.9334724326472221
4.957793073147303 7.1092313081567955 6.063100024661823 0.3695250266871808 9.36448304330265|9.36448304330265 0.3695250266871808 6.063100024661823 7.1092313081567955 4.957793073147303
5.811740143138628 6.134309491424129 8.259428035267756 4.411810385424032 0.8238478468726385|0.8238478468726385 4.411810385424032 8.259428035267756 6.134309491424129 5.811740143138628
5.871253742157232 1.8074778274859993 7.015429216050974 6.418754139093613 5.273706732644381|5.273706732644381 6.418754139093613 7.015429216050974 1.8074778274859993 5.871253742157232
9.921744371728401 3.6893459966354003 2.6080560233641528 2.5577328009806166 8.028954083135144|8.028954083135144 2.5577328009806166 2.6080560233641528 3.6893459966354003 9.921744371728401
0.27965059439811535 8.411971667611919 3.725356675114732 1.3001203020661312 0.48267608854210886|0.48267608854210886 1.3001203020661312 3.725356675114732 8.411971667611919 0.27965059439811535
9.413359762210892 8.332042943912166 3.135430610950216 6.934209644946447 6.7256592329175815|6.7256592329175815 6.934209644946447 3.135430610950216 8.332042943912166 9.413359762210892
8.112635588288109 0.5537640359433826 1.9413663318784935 5.298660410930443 5.3928262517391|5.3928262517391 5.298660410930443 1.9413663318784935 0.5537640359433826 8.112635588288109
8.848589714499221 8.29419957328414 8.728187755686513 4.069318571651861 2.375249342292156|2.375249342292156 4.069318571651861 8.728187755686513 8.29419957328414 8.848589714499221
6.840932185077091 8.706926392492653 2.2500092016833992 9.692598290530215 0.9238741209550327|0.9238741209550327 9.692598290530215 2.2500092016833992 8.706926392492653 6.840932185077091
4.30702960966979 4.9969165342090065 1.1815237583258364 6.874106185861651 8.69307838336163|8.69307838336163 6.874106185861651 1.1815237583258364 4.9969165342090065 4.30702960966979
5.972565898877965 9.48433590458183 9.826950717974128 4.927267492637931 1.120034194556131|1.120034194556131 4.927267492637931 9.826950717974128 9.48433590458183 5.972565898877965
2.147556618427071 6.756922517742941 3.911412675677448 3.2562889244199686 5.516954994463709|5.516954994463709 3.2562889244199686 3.911412675677448 6.756922517742941 2.147556618427071
8.571821608065973 2.929523290162738 9.948559417669017 4.929028719419021 5.290852769686529|5.290852769686529 4.929028719419021 9.948559417669017 2.929523290162738 8.571821608065973
0.44393179790334747 1.5690515827233187 5.769289012569125 7.605619377613401 6.128487905850724|6.128487905850724 7.605619377613401 5.769289012569125 1.5690515827233187 0.44393179790334747
7.003863520774894 7.975656246890958 5.6490420422961005 9.390458394980781 0.899101626052996|0.899101626052996 9.390458394980781 5.6490420422961005 7.975656246890958 7.003863520774894
5.6933546030617865 9.160241220817312 6.611822178182988 7.947280910105255 5.932977568290686|5.932977568290686 7.947280910105255 6.611822178182988 9.160241220817312 5.6933546030617865
1.596356047153793 5.800321496658508 3.6007235775051916 8.705610602205201 0.9848011287476965|0.9848011287476965 8.705610602205201 3.6007235775051916 5.800321496658508 1.596356047153793
1.0462340232976508 9.025274390452525 2.337852645880284 7.499700865724833 0.9812093593983029|0.9812093593983029 7.499700865724833 2.337852645880284 9.025274390452525 1.0462340232976508
3.5777381574113143 9.371597018084838 5.74701668448726 8.788518805993798 3.400322609064228|3.400322609064228 8.788518805993798 5.74701668448726 9.371597018084838 3.5777381574113143
5.288293171739657 3.256671010770366 3.0625429544346607 5.380239159806866 6.952964271370644|6.952964271370644 5.380239159806866 3.0625429544346607 3.256671010770366 5.288293171739657
8.587696130688562 5.281057441303188 3.096961450029977 9.450907778898678 3.116001226255433|3.116001226255433 9.450907778898678 3.096961450029977 5.281057441303188 8.587696130688562
3.370344652956565 1.418323640143787 9.778264235901295 1.8642563168191473 3.6241494605769864|3.6241494605769864 1.8642563168191473 9.778264235901295 1.418323640143787 3.370344652956565
6.881634322197433 4.2445802912148825 3.2167777844317555 9.56593954139961 0.7870708239270918|0.7870708239270918 9.56593954139961 3.2167777844317555 4.2445802912148825 6.881634322197433
5.1651803523892355 1.5395915239870062 2.6158721185077063 4.042492975140939 3.770400160916293|3.770400160916293 4.042492975140939 2.6158721185077063 1.5395915239870062 5.1651803523892355
2.6396249559435847 4.904330607208232 4.911984399426618 7.992825043106558 1.5643965699933926|1.5643965699933926 7.992825043106558 4.911984399426618 4.904330607208232 2.6396249559435847
0.14655618862269515 2.2502663815686272 5.982575374164859 1.6192964698798051 9.406150612490224|9.406150612490224 1.6192964698798051 5.982575374164859 2.2502663815686272 0.14655618862269515
4.678933202438679 2.5734451549034674 3.9822951477515023 3.1996176357017125 5.68151306751799|5.68151306751799 3.1996176357017125 3.9822951477515023 2.5734451549034674 4.678933202438679
2.37479974414609 0.7489481547151944 3.3198605712619167 3.586711403145435 5.095209317695083|5.095209317695083 3.586711403145435 3.3198605712619167 0.7489481547151944 2.37479974414609
7.721052630030602 6.1206586102769105 0.448816969007384 6.257850050549678 9.008006204705307|9.008006204705307 6.257850050549678 0.448816969007384 6.1206586102769105 7.721052630030602
4.424216317289243 8.312397824661959 7.718021318597128 9.166720460567179 8.008112103029811|8.008112103029811 9.166720460567179 7.718021318597128 8.312397824661959 4.424216317289243
5.14338229916334 2.4735446814328252 0.6186236566338954 1.125307633505025 7.357673630127329|7.357673630127329 1.125307633505025 0.6186236566338954 2.4735446814328252 5.14338229916334
7.604641887724311 8.190821731674946 7.164180572770572 5.6473936772990605 6.6803122213139385|6.6803122213139385 5.6473936772990605 7.164180572770572 8.190821731674946 7.604641887724311
3.181975879310147 1.902229543654983 0.48475530551900237 4.626995668586041 7.757922388916229|7.757922388916229 4.626995668586041 0.48475530551900237 1.902229543654983 3.181975879310147
9.629071442125804 4.149391553125258 5.5057625289696634 5.8567689819335245 2.1914272068654226|2.1914272068654226 5.8567689819335245 5.5057625289696634 4.149391553125258 9.629071442125804
